course_name,course_url,grading_basis,grading_trend,enrollment_trend,recent_reviews
ES 1- 17,https://ucsbplat.com/curriculum/class/FALL%202025%2021097,Pass/No Pass,[],"[21, 21, 9]","[""Best class I have taken at UCSB, no doubt. Great professor, great class. If you find it uninteresting or too challenging, then you are just simply incompetent."", ""Professor Silva is just awesome. I liked his approach to the class. Basically, discussed readings and did a couple of papers. He knows how to get a student to think. Overall, such a great professor.""]"
ENGR W 3,https://ucsbplat.com/curriculum/class/FALL%202025%2062844,Letter Grade,"[""A+"", ""A+""]","[33, 42, 42]",[]
ME 238,https://ucsbplat.com/curriculum/class/FALL%202025%2065961,Letter Grade,[],[],"[""Great Professor. Is highly intelligent, and does her best to make students succeed. Lecture slides are posted online and are extremely thorough. Sometimes her strong intuition can get in the way during lecture causing tangents, where it would be easier to follow if she went through an equally rigorous but more relaxed and interactive approach.""]"
CLASS 198,https://ucsbplat.com/curriculum/class/FALL%202025%2007237,Letter Grade,[],"[9, 10]",[]
MUS 27B,https://ucsbplat.com/curriculum/class/FALL%202025%2036624,Letter Grade,"[""A"", ""A""]","[6, 5]",[]
MUS 158D,https://ucsbplat.com/curriculum/class/FALL%202025%2063966,Letter Grade,"[""A+"", ""A+""]","[9, 6, 10]",[]
SPAN W 2,https://ucsbplat.com/curriculum/class/FALL%202025%2048173,Letter Grade,"[""B-"", ""B""]","[24, 24]",[]
SPAN 1,https://ucsbplat.com/curriculum/class/FALL%202025%2047696,Letter Grade,"[""A-""]",[24],[]
MUS 33,https://ucsbplat.com/curriculum/class/FALL%202025%2036715,Letter Grade,"[""A+"", ""A+""]","[10, 10]",[]
SPAN 116,https://ucsbplat.com/curriculum/class/FALL%202025%2047936,Letter Grade,"[""A"", ""A""]","[23, 40]",[]
WRIT 107L,https://ucsbplat.com/curriculum/class/FALL%202025%2050427,Letter Grade,"[""A"", ""A""]","[25, 21, 25]","[""She is an amazing professor and I highly recommend this class if you're seriously considering law school! She is a tough grader but it's not a hard class if you are very through when doing your papers! Definitely wouldn't miss class, every lecture is important to know what to do in each assignment!"", ""NOTE: Do NOT take this class, if you are not heavily considering going to law school! That being said, Genova reinforced my plan to attend law school! Her grading criteria is very clear, she is a FAST grader, and she is always available to meet with students (SHE REALLY CARES)!!!! TOUGH grader, averaged B's the entire quarter but ended up w/ a B+""]"
MATH 34B,https://ucsbplat.com/curriculum/class/FALL%202025%2032045,Letter Grade,"[""B"", ""A""]","[149, 25, 25, 25]",[]
WRIT 107G,https://ucsbplat.com/curriculum/class/FALL%202025%2050377,Letter Grade,"[""A"", ""A""]","[10, 6]","[""Great professor, but HARD grading. You definitely need to put in work in this class. There are so many papers and reports. My final report was 32 pages. It is not as bad as it sounds. Kind of. She is helpful with meetings and answering questions, but I think asking her questions makes me more confused. Dont take this for an easy elective."", ""Professor was a fine. She gives awful, I mean AWFUL criticism of your work. As for WRIT107G, if you have an intense course load, DO NOT take this class. It has nothing to do with global careers. Assignments are hours and hours of writing papers papers (due the Sundays before midterms). Not difficult, but a ginormous slop-bucket of menial busywork."", ""Coklin was very understanding and caring when it came to class. She met personally with students and helped me develop my writing skills. While the assignments can be a lot, they all benefited me and taught me new ways of writing. I would recommend taking this class because it will be worthwhile.""]"
FAMST 195I,https://ucsbplat.com/curriculum/class/FALL%202025%2022517,Pass/No Pass,[],"[18, 77, 10, 15]","[""Professor Wasow is nice, but very disorganized and does not have a good grasp of teaching. Her lecture slides have no text, and she doesn't follow them, so there is no use in note-taking. There was no syllabus until Week 3, and she didn't even release final information until the day prior. She does the bare minimum and this class is to avoid."", ""This was a nightmare class. The professor is so intelligent however she has no idea how to teach a class this big. Lectures were extremely hard to follow, and on her final study guide she basically included every single reading/film/vocab term we ever talked about in the class. I found myself writing \""I hate this class\"" on my iPad every lecture.""]"
MATRL 289L,https://ucsbplat.com/curriculum/class/FALL%202025%2072959,Letter Grade,[],[],[]
ECON 199RA,https://ucsbplat.com/curriculum/class/FALL%202025%2015891,Letter Grade,"[""A"", ""A+""]","[60, 7, 17, 14]",[]
MATH 260EE,https://ucsbplat.com/curriculum/class/FALL%202025%2032490,Letter Grade,"[""A"", ""A""]","[21, 8, 20, 10]",[]
COMM 593A,https://ucsbplat.com/curriculum/class/FALL%202025%2010447,Letter Grade,"[""A"", ""A""]","[10, 43, 15, 15]",[]
MS 141,https://ucsbplat.com/curriculum/class/FALL%202025%2036004,Letter Grade,"[""A"", ""A""]","[40, 10]",[]
DANCE 182C,https://ucsbplat.com/curriculum/class/FALL%202025%2010793,Letter Grade,"[""A"", ""A""]","[7, 19]","[""This class wasn't meant to be online, especially since it's about theatre, but Professor Diaz Sanchez kept it entertaining nevertheless! The entire grade is biweekly quizzes from the reading, attendance, and three different sections about a play group project (the script, the performance, and an analysis paper). Very easy class, highly recommend."", ""This class satisfy a lot of things. There are a lot of long readings, and one week we needed to read an entire book. Weekly quizzes were ok, and the grading was ok at first. However for the final paper, my TA thought my outline was good, and after I wrote a paper based on the outline, I got a D on the final paper."", ""This class was so important to attend lecture for, that she had to send out a passive aggressive email about it every single week. Readings are insanely out of touch for an introductory lower division class. Extremely self-righteous.""]"
ENGL 10,https://ucsbplat.com/curriculum/class/FALL%202025%2073130,Letter Grade,"[""A+"", ""A+""]","[25, 25, 299, 821]",[]
ARTHI 187A,https://ucsbplat.com/curriculum/class/FALL%202025%2001529,Letter Grade,"[""A""]",[15],"[""Lots and lots of work for a GE class. If you want a easy GE don't take this class its a joke. She gives you almost 100 terms on the final and only testing you on 4 not including 3 separate essays you have to write with the multiple choice map question + close reading. All section attendance is required and if u miss one u get dropped."", ""I liked Professor Boswell's lectures a lot, and her readings were not too long, and relevant. The overarching project was a decent amount of work, but doable if you space it out and don't cram like I did. Overall would recommend for a pretty easy GE.""]"
WRIT 107J,https://ucsbplat.com/curriculum/class/FALL%202025%2050419,Letter Grade,"[""A"", ""A""]","[14, 10, 25]","[""He is a nice guy. All the instructions for activities were only given in class, so attendance is mandatory. The in-class activities were fun and required communication with classmates, so be ready to speak. Fair grading. He did give a lot of instruction for writing assignments this quarter. I think everyone got good results.""]"
ANTH 199,https://ucsbplat.com/curriculum/class/FALL%202025%2000687,Letter Grade,"[""A+"", ""A""]","[30, 6, 30, 30]",[]
CNCSP 201,https://ucsbplat.com/curriculum/class/FALL%202025%2009357,Letter Grade,"[""A"", ""A""]","[8, 41]","[""The grade breakdown of this class is frustrating. The quizzes are very specific to things said during lecture and are worth a large majority of your grade. Overall an easy class if you pay attention and go to every lecture but beware of the quizzes.""]"
EARTH 196HA,https://ucsbplat.com/curriculum/class/FALL%202025%2012278,Letter Grade,"[""A+""]",[],[]
THTR 5,https://ucsbplat.com/curriculum/class/FALL%202025%2048421,Letter Grade,"[""A"", ""A""]","[17, 18]",[]
MCDB 92,https://ucsbplat.com/curriculum/class/FALL%202025%2033209,Pass/No Pass,"[""0%""]","[149, 24, 225]",[]
LING 132,https://ucsbplat.com/curriculum/class/FALL%202025%2057323,Letter Grade,"[""A"", ""A""]","[60, 30, 30]","[""This class was essentially cut in half due to the TA strike, so my grade was only based on 1 paper, the midterm, & participation. Attendance wasn't mandatory but class lectures were interesting. All the papers were super straightforward and short. The midterm was weirdly hard and lacked structure but they were flexible about dropping questions."", ""zimman is my favorite professor and this is my favorite course so far. super fascinating content and not a hard class at all. easy A if you understand materials. I would take all classes with him if I had the chance to. 2 exams and 3 quizzes and 3 papers, the papers were all on interesting topics. and extra credit write ups up to 5% of your grade"", ""This class was very interesting. Prof Zimman was an excellent professor, as well as my T.A., Simon. There are quizzes on the lecture every week during section. Not difficult, just make sure to go over your notes from lecture and you'll be good. There were 3 essays that were pretty straight forward.""]"
CLASS 40,https://ucsbplat.com/curriculum/class/FALL%202025%2006932,Letter Grade,"[""A"", ""A""]","[647, 25, 25]","[""Really enjoyed this class. Professor Morales is a great lecturer and very passionate about Greek myths. Only had to attend 7 sections which was great. One of the books we had to read was the Iliad which I ended up loving. No final exam instead just a straight forward final project."", ""I loved Morales! Her class was so interesting and her lectures are so organized that it's hard NOT to absorb the information. There were assigned readings, but I got away with not doing them. She's also VERY CLEAR about what she expects which is so refreshing. Love her and I highly recommend this class. It builds good character development."", ""Genuinely one of the easiest GEs I've ever taken. I did none of the readings and I still got an A+. The TAs are super sweet and very lenient graders. There were weekly writing posts that were like around 250-300 words. Weekly quizzes, but also super easy as long as you attend lectures.""]"
INT 84AH,https://ucsbplat.com/curriculum/class/FALL%202025%2063420,Letter Grade,"[""A+"", ""A""]","[19, 20]","[""I love that he wants people to ask questions no matter how \""stupid\"" you think the question may be. He just wants students to engage and enjoy how awesome math and physics are which I think makes his lectures very fun. He creates a very comfortable learning environment.""]"
CHEM 162A,https://ucsbplat.com/curriculum/class/FALL%202025%2006312,Letter Grade,"[""B"", ""A""]","[38, 98, 70]","[""Back when I took this class, he got mad at me for asking questions in his class during an inverted classroom setup. Like &#8220;omg you don't know that?&#8221;. YES. That's why I'm asking the fricken question. \n\nAlso was disrespectful in office hours. \n\nGuy has an ego as well.""]"
ECE 595E,https://ucsbplat.com/curriculum/class/FALL%202025%2014043,Pass/No Pass,"[""0%""]","[10, 10]","[""Funny asf. Either u hate or love him. midterm ez final basically impossible tho &#128569;&#128569;, thought I got less than 50% but idk. u learn a lot but if u miss lecture ur actually cooked. TA basically ran the class cuz he didn't fw technology, only thing he graded i think was final. He does make jokes for asking questions but ask anyway. hard concept""]"
DANCE 147D,https://ucsbplat.com/curriculum/class/FALL%202025%2010728,Letter Grade,"[""A"", ""A""]","[12, 20, 11]","[""She should not be a ballet teacher.  She gives you a correction and then that specific correction changes the next time.  I do not believe she knows what she is doing, also very condescending. I love ballet and when I took her class she took the passion away.""]"
ECE 147A,https://ucsbplat.com/curriculum/class/FALL%202025%2013284,Letter Grade,"[""A+"", ""A""]","[28, 14]",[]
LING 229,https://ucsbplat.com/curriculum/class/FALL%202025%2061739,Letter Grade,[],[12],"[""I was worried about this class because this class overlapped with my other class but SURPRISINGLY went well regardless. The teacher always seems open-minded about feedback which I believe is super cool of her. I had a complaint about an assignment but seems that they took more consideration (+1). My TA was super friendly and reasonable as well.""]"
PHYS 260A,https://ucsbplat.com/curriculum/class/FALL%202025%2040899,Pass/No Pass,[],[31],"[""Prof. Xu is a good person. He is always patient in explaining the homework during office hours. His exams are challengeable but I think that will be beneficial to the students who are intended to pursue a career in physics.""]"
HIST 147R,https://ucsbplat.com/curriculum/class/FALL%202025%2056523,Letter Grade,"[""A"", ""B-""]","[15, 7, 42]","[""Stay away at all costs. Just like the last review said, this class was extremely disorganized with no clear grading criteria. You will need to read 20-50 pages a week, as expected of a GE. Prof. was very inaccessible online, however, and no-showed office hours he said were required. If doing for a GE, stay away from this Prof. TAs are good though."", ""DON'T waste your time on this professor. We were supposed to meet for 3 hrs on Mondays, but he canceled 7/10 times. When class did happen, it was only an hour. He even had the nerve to give an impromptu quiz after a month of canceled classes. The syllabus was one paragraph w/ no grading scale, & assignments seem thrown together. Unorganized class."", ""Wouldn't recommend taking this class as a GE because of how much work and reading goes into it. They said that class was mandatory but didn't enforce it, I only had a couple of sections that weren't cancelled as well. Fall 2021 might've been a weird quarter for the professor and TA's, but this class was so difficult that it was unapproachable.""]"
SPAN 1,https://ucsbplat.com/curriculum/class/FALL%202025%2047662,Letter Grade,"[""B""]",[24],[]
ANTH 194,https://ucsbplat.com/curriculum/class/FALL%202025%2000638,Letter Grade,"[""A"", ""A+""]","[30, 10]",[]
ED 370,https://ucsbplat.com/curriculum/class/FALL%202025%2016931,Pass/No Pass,[],"[5, 6, 42, 5]",[]
BIOL CS 199,https://ucsbplat.com/curriculum/class/FALL%202025%2002352,Pass/No Pass,[],[],[]
CHEM 116CL,https://ucsbplat.com/curriculum/class/FALL%202025%2006155,Letter Grade,"[""A"", ""A""]","[46, 12]","[""I think professor Laverman is one of those professors who actually care about students. His lectures are heavy but its an upper div class so makes sense. I recommend going to his office hours for any questions on how to do the graphs or understanding the concepts in general. Eli reviews were helpful.""]"
GER 197,https://ucsbplat.com/curriculum/class/FALL%202025%2024695,Letter Grade,"[""A""]","[16, 15, 10]",[]
FAMST 188B,https://ucsbplat.com/curriculum/class/FALL%202025%2069575,Letter Grade,"[""A"", ""A-""]","[7, 18, 18]",[]
EACS 3,https://ucsbplat.com/curriculum/class/FALL%202025%2057729,Letter Grade,"[""A"", ""A""]","[60, 23]","[""This class is CHIN 32 or RGST 32. Same thing, just can enroll under either. She is a nice lady, her tests are mainly essays, but she gives study guides and adheres to them. Although attendance isn't done by iClickers, she sometimes gives pop quizzes but they're easy. Not hard to get a good grade if you study."", ""SHE WAS AWFUL!!! never take this professor unless you absolutely have to-even then I would say DON'T. She drones on and on about what she wants- she is useless in office hours and only wants to hear what she WANTS to hear which is super hard to understand from lectures and readings anyways. I literally have never been so bored and frusterated.""]"
ART 245,https://ucsbplat.com/curriculum/class/FALL%202025%2052175,Letter Grade,"[""A"", ""A""]","[10, 10]",[]
EEMB 2LL,https://ucsbplat.com/curriculum/class/FALL%202025%2017319,Letter Grade,"[""A+"", ""A+""]","[19, 24]",[]
INT 92WW,https://ucsbplat.com/curriculum/class/FALL%202025%2064436,Letter Grade,[],[],[]
PHYS 500,https://ucsbplat.com/curriculum/class/FALL%202025%2040923,Pass/No Pass,[],"[30, 30]",[]
PSTAT 131,https://ucsbplat.com/curriculum/class/FALL%202025%2043620,Letter Grade,"[""A"", ""A""]","[80, 20]",[]
MUS 209L,https://ucsbplat.com/curriculum/class/FALL%202025%2070482,Letter Grade,[],[],"[""She was a great teacher. She explained everything and if you needed help she was there. She grades fare. Her quizes were very easy and HW too. Her midterm and Final were similar to the quizes so you are guaranted a good grade. Her class was really fun I would take her again if I could.""]"
LING 500,https://ucsbplat.com/curriculum/class/FALL%202025%2029603,Pass/No Pass,[],"[10, 15]",[]
FR 99,https://ucsbplat.com/curriculum/class/FALL%202025%2023333,Letter Grade,[],"[49, 13]",[]
MCDB 197,https://ucsbplat.com/curriculum/class/FALL%202025%2034397,Letter Grade,"[""A+"", ""A""]","[15, 9]",[]
PHIL 197P,https://ucsbplat.com/curriculum/class/FALL%202025%2039057,Letter Grade,[],"[5, 5]",[]
ART 125,https://ucsbplat.com/curriculum/class/FALL%202025%2050716,Letter Grade,"[""A"", ""A""]","[25, 9]","[""This class was a joke. You either get an A or P for showing up to four presentations. I only ever went to one because I realized you could just submit your attendance online without having to be there. Take this for an effortless gpa boost.""]"
ITAL 1,https://ucsbplat.com/curriculum/class/FALL%202025%2070821,Letter Grade,"[""A"", ""A""]","[5, 20, 11]","[""Professor Laura is an amazing teacher and made Italian very easy and fun to learn. Quizzes every other 2 weeks a total of 4 but not too bad if you study for them. Gives clear instructions is very patient wants her students to succeed."", ""Only time I have ever left a review in here and probably the only time I ever will.  I loved her so much, by FAR my favorite professor I have ever had.  Treats ever"", ""I took Italian 1 as a hybrid course, and I loved it. Since it was a hybrid course there was a lot of homework at times, with a quiz about every two weeks plus writing assignments. Overall, I loved this class and Professor Sarnelli. Shes really nice and fair, I defiantly recommend taking a class with her.""]"
ESM 293,https://ucsbplat.com/curriculum/class/FALL%202025%2064527,Letter Grade,"[""A"", ""A""]","[19, 19]",[]
ITAL 4,https://ucsbplat.com/curriculum/class/FALL%202025%2070854,Letter Grade,"[""A-"", ""B+""]","[6, 15, 11, 12]","[""Professor Laura is an amazing teacher and made Italian very easy and fun to learn. Quizzes every other 2 weeks a total of 4 but not too bad if you study for them. Gives clear instructions is very patient wants her students to succeed."", ""Only time I have ever left a review in here and probably the only time I ever will.  I loved her so much, by FAR my favorite professor I have ever had.  Treats ever"", ""I took Italian 1 as a hybrid course, and I loved it. Since it was a hybrid course there was a lot of homework at times, with a quiz about every two weeks plus writing assignments. Overall, I loved this class and Professor Sarnelli. Shes really nice and fair, I defiantly recommend taking a class with her.""]"
ENGL 30B,https://ucsbplat.com/curriculum/class/FALL%202025%2062547,Letter Grade,[],[],"[""Good teacher, inspired me to care a little about the European Renaissance when I previously would have never cared. The class was pretty easy as I did very little of the homework. However, the homework readings were often very fun so I would recommend reading them. Very easy to get at least a B in the class assuming you do all the work and show up."", ""One of the best professors I've had at UCSB! Very light weekly readings (never more than 20-30 pages) and she breaks down the readings very well in lecture. She knows a lot of people are taking the class for a GE so she is very accommodating and doesn't overassign work. She makes renaissance lit very accessible, could not recommend this class more!"", ""I don't usually leave a comment but professor Andrea is amazing. You can tell she is very professional and knowledgeable. She loves what she taught and she teaches well. Would definitely take this class again""]"
CMPSC 110,https://ucsbplat.com/curriculum/class/FALL%202025%2007872,Letter Grade,"[""A"", ""A""]","[72, 150]",[]
SOC 256S,https://ucsbplat.com/curriculum/class/FALL%202025%2071209,Letter Grade,"[""A"", ""A""]","[9, 8]",[]
CMPSC 32,https://ucsbplat.com/curriculum/class/FALL%202025%2007765,Letter Grade,"[""A"", ""A+""]","[117, 30, 30]","[""He is really a great professor although this was his first time being a professor. He had great lectures and cared for students. Always willing to help, and you can always attend his OH. Also, great TAs and ULAs."", ""Professor Nasir was great! I have had less than great experiences with some computer science professors on campus, and he was a nice change from that! Lectures are in depth and put the code concepts into a more understandable context. He answers questions well, is understanding and genuinely wants all of his students to succeed! Would take again!""]"
GER 599,https://ucsbplat.com/curriculum/class/FALL%202025%2024760,Letter Grade,[],"[10, 10]",[]
IQB 222A,https://ucsbplat.com/curriculum/class/FALL%202025%2027987,Letter Grade,[],[],"[""Really nice prof, and is obviously passionate but man this class was BOORING. \n\nMost people interested in materials take the 100 series so the 101 series is a speed run of everything, and taught to people who do not care about materials which kind of sucks but oh well.\n\nwish it wasnt required and I can could another tech elective instead."", ""Prof Pitenis is really nice, but i agree with the other comments, i think this is the most boring class i have taken. The material is expansive, and really tedious to work through.""]"
INT 176LA,https://ucsbplat.com/curriculum/class/FALL%202025%2027649,Letter Grade,[],"[150, 8]",[]
MATH 193,https://ucsbplat.com/curriculum/class/FALL%202025%2032318,Letter Grade,"[""A""]","[30, 10]",[]
CHIN 596,https://ucsbplat.com/curriculum/class/FALL%202025%2006874,Letter Grade,"[""F"", ""A""]","[5, 5]",[]
PHIL 296E,https://ucsbplat.com/curriculum/class/FALL%202025%2054841,Pass/No Pass,[],"[5, 6]","[""There is no requirements for this class other than finishing the weekly HW and taking the final. However, if you want to succeed you need to put in time because the content is difficult. I liked her and thought she was a solid teacher, but the final was more difficult than she led us to believe it would be."", ""Great professor and great experience. She is very responsible to teaching. Though her ppt might not be perfect, she is such an accessible and caring professor. She will patiently answer all of the questions you asked after the class.  When TAs are striking, she held the sections on her own. Grading policy is reasonable. Easy A if you put efforts.""]"
ENGR 199,https://ucsbplat.com/curriculum/class/FALL%202025%2019737,Letter Grade,[],"[33, 42]",[]
EARTH 98,https://ucsbplat.com/curriculum/class/FALL%202025%2011882,Letter Grade,[],"[20, 20]",[]
PHYS 24,https://ucsbplat.com/curriculum/class/FALL%202025%2040238,Letter Grade,"[""A"", ""A""]","[58, 28, 30]","[""Great professor, learned a lot in his lectures, the slideshows were helpful and lecture recordings whenever I had to miss class. Exams were fair and had fun learning the material, you can tell he wants you to learn a lot. Great professor and makes learning easy.""]"
CHEM CS 199,https://ucsbplat.com/curriculum/class/FALL%202025%2006668,Pass/No Pass,[],[],[]
ITAL 101,https://ucsbplat.com/curriculum/class/FALL%202025%2028266,Letter Grade,"[""A"", ""A""]","[12, 130]","[""Prof Fiorina was the BEST. So kind, explains things super clearly, and makes learning the language really enjoyable. Great class, would recommend to anyone."", ""I loved taking Italian 101 with this professor. She is so sweet and really sets you up for success. Participate in class and it will make it more interesting and useful for you. Just make sure to keep up with the short readings she assigns so you can participate.""]"
ME 152A,https://ucsbplat.com/curriculum/class/FALL%202025%2035352,Letter Grade,"[""A"", ""A""]","[79, 14]",[]
HIST 200G,https://ucsbplat.com/curriculum/class/FALL%202025%2058032,Letter Grade,"[""A"", ""A""]","[12, 26]",[]
PHYS 6CL,https://ucsbplat.com/curriculum/class/FALL%202025%2039586,Letter Grade,"[""A-"", ""A""]","[21, 22]","[""I don't have anything against this professor. Her lectures were fine, but boring. The section for the class was not designed too well. Sometimes I would get lost during lectures. The expectations on how to do well are made obvious by the weekly homework assignments and practice test problems. Shouldn't be too hard if you just put in the effort.""]"
MAT 261A,https://ucsbplat.com/curriculum/class/FALL%202025%2029926,Letter Grade,"[""A"", ""A""]","[10, 9]","[""Very rude professor. My TA for this class was absolutely terrible and provided no guidance to assignments that were supposed to be discussed in section. When asked for guidance he laughed in my face. I reached out to Novak and he completely disregarded my concern and said that there was adequate help from the TA. Made me feel in the wrong. F Novak"", ""Do not take his classes. Please I am an educated student and person, this class will make you exhausted, unhappy and confused. I could not bare the thought of going to lectures because he was so hostile, rude, pretentious and just mean. Siegel was also just as unhelpful. This class was the biggest mistake of my college career & made me want to drop""]"
ECON 194DG,https://ucsbplat.com/curriculum/class/FALL%202025%2015867,Letter Grade,"[""A+"", ""A+""]","[10, 60, 7, 17]","[""Great professor with tons of experience. Very clear with instructions for assignments and quizzes."", ""Best professor I've ever had. She's overqualified to teach an intermediate accounting course. Her lectures are interesting because she relates course material to real world scenarios. She inspires you to do well in the first day of class, and she tries to help you the best she can. 10/10 would recommend and I'm glad she was my first accounting prof""]"
ED 361F,https://ucsbplat.com/curriculum/class/FALL%202025%2016873,Pass/No Pass,[],"[18, 24]",[]
COMM 130,https://ucsbplat.com/curriculum/class/FALL%202025%2010223,Letter Grade,"[""A"", ""A""]","[89, 27, 175]","[""Loved this class and professor. It was his first time teaching and he was so sweet and funny. Class split up into lectures and coding labs. Weekly coding assignments. 3 exams, non cumulative, fairly easy. Study guides cover exactly what's on the tests. Group coding project as final. Kanu and Hannah (TA) were super helpful if you're confused."", ""Pandey makes something overwhelming like data science + Python coding into something that anyone could understand and maybe even enjoy. I had 0 data science or coding experience before this class. The way that he teaches makes it not scary or overwhelming at all and he could not be nicer. TAKE THIS CLASS!""]"
ED 370,https://ucsbplat.com/curriculum/class/FALL%202025%2016923,Pass/No Pass,[],"[6, 5, 42, 5]","[""Amazingly helpful.  I took Ital3 over the summer an she cut it down to fit the shorter quarter.  She truly cares that her students learn the language. Fair exams."", ""She was a really great teacher, she really works hard to be clear and helpful, I would absolutely recommend her class. I'm taking her Ital 2 next quarter!"", ""I would avoid this teacher. I watched her annihilate a female student in my class every day until the student disappeared several weeks later. I saw one of the tests from that female student when the teacher past it back and it was a high A mark. She was consistently cruel to this poor lady who was quite and seemed nice.""]"
WRIT 105M,https://ucsbplat.com/curriculum/class/FALL%202025%2064238,Letter Grade,"[""A"", ""A""]","[24, 25, 24]","[""Chris is a great professor if you are looking at Writing courses! His assignments were really helpful for us to understand genre and the essence of writing. His grading is labor base, so as long as you do the work, he will give you the points."", ""Professor Dean is a great professor! He really cares about his students and makes succeeding in his class easy. There are two main writing assignments that make up your grade (along with attendance). As long as you show up ready to participate you should do well!""]"
FEMST 121,https://ucsbplat.com/curriculum/class/FALL%202025%2023036,Letter Grade,"[""A"", ""A+""]","[30, 30]",[]
ECON 229,https://ucsbplat.com/curriculum/class/FALL%202025%2069963,Letter Grade,[],[],[]
THTR 264,https://ucsbplat.com/curriculum/class/FALL%202025%2048900,Letter Grade,[],"[7, 10]",[]
ECON 140B,https://ucsbplat.com/curriculum/class/FALL%202025%2015784,Letter Grade,"[""B"", ""B+""]","[50, 25, 25, 36]",[]
LATIN 115,https://ucsbplat.com/curriculum/class/FALL%202025%2059691,Pass/No Pass,[],[],"[""Prof. MacLean is one of the best and easiest profs. Attendance is mandatory for the first 6 attendance pop quizzes, but she tells you the answers. 1 take home/online midterm, 2 source analyses, and the final is optional if all you're aiming for is a P/NP or a B+. I would 100% recommend this class, also a plus that there's no section."", ""Prof Maclean was a very helpful teacher who was easy to approach. This was one of my favorite classes I've taken here at UCSB. If you put in the work outside of class the class will come easy. Lost of memorization so if you don't take the time you will fall behind. The class itself was laid back and she was a pretty easy grader. would recommend""]"
MUS 168I,https://ucsbplat.com/curriculum/class/FALL%202025%2064758,Letter Grade,"[""A"", ""A-""]","[76, 19]",[]
GEOG 198,https://ucsbplat.com/curriculum/class/FALL%202025%2024224,Pass/No Pass,[],"[19, 46, 6]",[]
MAT 261B,https://ucsbplat.com/curriculum/class/FALL%202025%2029934,Letter Grade,"[""A"", ""A""]","[9, 10]","[""Very rude professor. My TA for this class was absolutely terrible and provided no guidance to assignments that were supposed to be discussed in section. When asked for guidance he laughed in my face. I reached out to Novak and he completely disregarded my concern and said that there was adequate help from the TA. Made me feel in the wrong. F Novak"", ""Do not take his classes. Please I am an educated student and person, this class will make you exhausted, unhappy and confused. I could not bare the thought of going to lectures because he was so hostile, rude, pretentious and just mean. Siegel was also just as unhelpful. This class was the biggest mistake of my college career & made me want to drop""]"
CHEM 102,https://ucsbplat.com/curriculum/class/FALL%202025%2005850,Letter Grade,"[""B"", ""B""]","[6, 350, 350]","[""Learned a lot but it is almost impossible to get an A in this class.""]"
LING 595,https://ucsbplat.com/curriculum/class/FALL%202025%2029702,Letter Grade,"[""A"", ""A""]","[5, 5, 15, 15]",[]
COMM 155,https://ucsbplat.com/curriculum/class/FALL%202025%2061887,Letter Grade,"[""B"", ""B-""]","[89, 90, 90]",[]
ED 322,https://ucsbplat.com/curriculum/class/FALL%202025%2016774,Pass/No Pass,[],"[17, 18, 13]",[]
LING 595,https://ucsbplat.com/curriculum/class/FALL%202025%2029678,Letter Grade,"[""A""]","[15, 5, 15]",[]
INT 92VM,https://ucsbplat.com/curriculum/class/FALL%202025%2064402,Letter Grade,[],[],"[""Awesome teacher, super nice, and really willing to help. I would take a class with her again.""]"
MUS 26D,https://ucsbplat.com/curriculum/class/FALL%202025%2036608,Letter Grade,"[""A"", ""A""]","[6, 5]",[]
TMP 122,https://ucsbplat.com/curriculum/class/FALL%202025%2049031,Letter Grade,"[""A-"", ""A-""]","[50, 50, 54, 55]",[]
WRIT 109F,https://ucsbplat.com/curriculum/class/FALL%202025%2050500,Letter Grade,"[""A+"", ""A+""]","[25, 25]","[""I took 109 with Thomas and it was super chill. Lots of weekly assignments but they're pretty easy and fun (mostly discussion posts or short writings). Big paper due at the end but he really guides you through the process and gives you a lot of creative freedom/flexibility."", ""I like this class but so much homework and is difficult for international student. Grammar is important in all posts and long papers, also presentation."", ""You write write write in this class. Get help with grammar if an international student or your grade won't be so good. I liked this class, it was interesting. Get ready to watch some old movies, some scary ones and some weird ones.""]"
PSY 254,https://ucsbplat.com/curriculum/class/FALL%202025%2045484,Letter Grade,"[""A+"", ""A+""]","[11, 5]",[]
ART 501,https://ucsbplat.com/curriculum/class/FALL%202025%2001040,Pass/No Pass,[],"[10, 17, 17]",[]
ED 201F,https://ucsbplat.com/curriculum/class/FALL%202025%2016543,Letter Grade,"[""A""]","[92, 11, 9]",[]
CNCSP 202,https://ucsbplat.com/curriculum/class/FALL%202025%2067215,Letter Grade,"[""A-"", ""A""]","[7, 41]",[]
ESM 401B,https://ucsbplat.com/curriculum/class/FALL%202025%2021626,Letter Grade,"[""A""]",[5],[]
COMM 107,https://ucsbplat.com/curriculum/class/FALL%202025%2062026,Letter Grade,"[""C"", ""A+""]","[80, 15]",[]
EDS 223,https://ucsbplat.com/curriculum/class/FALL%202025%2017277,Letter Grade,"[""A+"", ""A+""]","[31, 31]",[]
FAMST 107,https://ucsbplat.com/curriculum/class/FALL%202025%2056937,Letter Grade,"[""A"", ""A""]","[55, 90]","[""I LOVE THIS PROFESSOR. I have the utmost respect for her and the only thing I regret about taking this class was not going to her office hours to get to know her better. The class is graded on 2 papers and journals due twice a week. Minimal reading. Participation counts. I will probably get a B in the class because I know my second essay was weaker""]"
DANCE 193HA,https://ucsbplat.com/curriculum/class/FALL%202025%2010850,Letter Grade,[],[5],[]
